title,last_name,first_name,year,"publisher",place,corpus_index,word_count,origin,medium,category,corpus_type
"מושבות ראשונות בארץ ישראל, 1918-1878 - המרחב הציבורי",אברמוביץ,"טליה ",2018,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500229,38271,Born digital,Thesis,תזות,IIA
"השפ""פ כמרחב משותף - תפקיד השטח הפרטי הפתוח כמרחב משותף - בשכונת יד אליהו, תל אביב",אדרעי,"דוד ",2018,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500230,36126,Born digital,Thesis,תזות,IIA
"האיזון בין ""סגירות"" ו""פתיחות"" פיסית בסביבות עבודה משרדיות והקשר לעידוד לאינטראקציה בין עובדים תוך דאגה לפרטיות העובד",מלמד,"רחל ",2018,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500231,49519,Born digital,Thesis,תזות,IIA
אזרחי העיר שאינם אזרחי המדינה - תכנון עירוני והגירה כפויה,ורדי,"מאיה ",2018,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500233,32504,Born digital,Thesis,תזות,IIA
לאן נעלמו השדרות? השדרות בישראל ותכנון המרחב העירוני,דרורי,"ישראל ",2018,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500235,50929,Born digital,Thesis,תזות,IIA
נקודת מפנה בזהות שכונתית - תפקיד המוסדות החברתיים בהתחרדות שכונת קרית יובל בירושלים,שחר,"יועד ",2018,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500236,26894,Born digital,Thesis,תזות,IIA
"תקנות התכנון והבנייה (מכוני בקרה, תנאי כשירות נוספים והכשרה של בקר מורשה בטיחות אש), תשעח-2018",,,2018,,,1900047,456,Born digital,Statute,רגולציה,IIA
"תקנות התכנון והבנייה (תנאי הכשירות וההכשרה של בקר הגא לעניין הרשות המוסמכת), תשעח-2018",,,2018,,,1900048,332,Born digital,Statute,רגולציה,IIA
"תקנות התכנון והבנייה (הקמת מכון בקרה ודרכי עבודתו), תשעח-2018",,,2018,,,1900049,13043,Born digital,Statute,רגולציה,IIA
"תקנות התכנון והבנייה (כשירות בקר מורשה להגנת הסביבה), תשעח-2018",,,2018,,,1900050,374,Born digital,Statute,רגולציה,IIA
"תקנות התכנון והבנייה (כשירות בקר מורשה בריאות), תשעח-2018",,,2018,,,1900051,463,Born digital,Statute,רגולציה,IIA
"תקנות התכנון והבנייה (ביצוע התאמות נגישות למוסד חינוך חדש), תשעט-2018",,,2018,,,1900052,2699,Born digital,Statute,רגולציה,IIA
"תקנות התכנון והבנייה (התקנת מיתקן גישה אלחוטית לתקשורת בשיטה התאית), תשעט-2018",,,2018,,,1900053,2059,Born digital,Statute,רגולציה,IIA
הזכויות במקרקעין ובדיור בקיבוצים ובמושבים - תובנות בעיקבות סקר עמדות והשוואה בין לאומית,אלתרמן,רחל,2018,"המרכז לחקר העיר והאזור",חיפה,2300136,45448,Scanned,report,המרכז לחקר העיר והאזור,IIA
בחינה מחדש של קריטריוני התכן ואופן החישוב של שקיעות בקורות ותקרות מבטון מזוין,דנציגר,אברהם,2017,"המכון הלאומי לחקר הבנייה",חיפה,1200008,15434,Born digital,research,המכון הלאומי לחקר הבנייה,IIA
ההתנהגות המכנית של לוחות זכוכית,ינקלבסקי,דוד,2017,"המכון הלאומי לחקר הבנייה",חיפה,1200022,4266,Born digital,research,המכון הלאומי לחקר הבנייה,IIA
מדריך לתכנון גנים ציבוריים,משרד הבינוי והשיכון,,2017,"משרד הבינוי והשיכון",,1800087,14662,Born digital,,משרד השיכון,IIA
כדאיות כלכלית של יישום בנייה ירוקה בבתי ספר,אילון,"אופירה ",2017,"המשרד לאיכות הסביבה",חיפה?,1400072,15989,Born digital,,המשרד להגנת הסביבה,IIA
דיור ירוק לעומת קונבנציונלי - זמן עד למכירה ומוכנות לשלם,בן-שחר,"דני ",2017,"המשרד לאיכות הסביבה",תל אביב?,1400076,683,Born digital,,המשרד להגנת הסביבה,IIA
הפרקטיקה של תכנון בר-קיימא ברמה המקומית - הקשר בין אקלים ארגוני ופוליטיקה ארגונית ברשות מקומית לבין ההטמעה של עקרונות פיתוח בר-קיימא בתוצרי התכנון,דולב,"אביגיל ",2017,"המשרד לאיכות הסביבה",חיפה,1400078,19753,Born digital,,המשרד להגנת הסביבה,IIA
הטמעת שיקולי מגוון ביולוגי ושירותי מערכת אקולוגית בתכנון מרחבי - מסדרון מודיעין כמקרה בוחן,דיין,"תמר ",2017,"המשרד לאיכות הסביבה",תל אביב?,1400071,12618,Born digital,,המשרד להגנת הסביבה,IIA
"השפעות של שיטות ממשק שונות של עץ שרוף וגזם על מחזור המינרלים, סחיפה ומגוון המינים בעקבות שריפת הכרמל 2010",ויטנברג,"לאה ",2017,"המשרד לאיכות הסביבה",חיפה?,1400082,14351,Born digital,,המשרד להגנת הסביבה,IIA
בחינת הגורמים להתנהגות צרכנים בנושא בנייה ירוקה,פרלמן,אמוץ,2017,"המשרד לאיכות הסביבה",רמת גן?,1400080,11125,Born digital,,המשרד להגנת הסביבה,IIA
"דינמיקה חברתית, סובלנות עירונית וקיבולת מרחבית בעיר מעורבת בהתהוות - המקרה של כרמיאל",שבח,"דנה ",2017,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500195,49358,Born digital,Thesis,תזות,IIA
BIM בהליכי הרישוי,וקס,"זיו ",2017,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500200,11483,Born digital,Thesis,תזות,IIA
הטמעה של ידע מבוסס-קהילה בהכשרה המקצועית של מתכנני ערים בישראל - מצב קיים ואפשרויות לפיתוח עתידי,חפץ,"שלי ",2017,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500201,26370,Born digital,Thesis,תזות,IIA
"מרחב המחייה של עצים בסביבה העירונית בישראל
",צור,"שחר ",2017,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500202,25577,Born digital,Thesis,תזות,IIA
קואופרטיבים ל דיור בישראל - אתגרים והזדמנויות,נגבי,"אביב ",2017,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500203,47014,Born digital,Thesis,תזות,IIA
"שוק עבודה דואלי מעוגן במרחב - תעסוקת צעירי קריית גת, 15 שנה לאחר חניכת מפעל אינטל",פן,"נדב ",2017,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500204,28465,Born digital,Thesis,תזות,IIA
אסטרטגיות לחידוש מגורים עירוניים - הערכה מנקודת ראות של הוגנות חברתית,קיינר פרסוב,"נאוה ",2017,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500205,91994,Born digital,Thesis,תזות,IIA
"פלטפורמה דיגיטלית אינטראקטיבית אימון תחושה באצבעות הידיים לאוכלוסיית טרשת 
נפוצה הסובלת ממוגבלות חישה",גרינברג אברהמי,"מיכל ",2017,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500206,9698,Born digital,Thesis,תזות,IIA
שימוש מעצבים במתודת מחקר פעולה לתיווך ידע במרחב העובר תהליך התחדשות עירונית - העיר התחתית של חיפה כמקרה בוחן,ברוקמן,"נעם ",2017,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500207,32546,Born digital,Thesis,תזות,IIA
"אי שוויון, שכר ויוממות - האם שינויים במאפייני היוממות ביישוב מתואמים עם שכר ואי שוויון בהכנסות?",מנחם,"עופר ",2017,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500208,11807,Born digital,Thesis,תזות,IIA
אדריכלות וחרדה - השינוי הפיזי בבתי-ספר כביטוי למגמות ההסתגרות וההתמגנות הממשית והסמלית של החברה בישראל,בלפרמן,"אהוד ",2017,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500209,35143,Born digital,Thesis,תזות,IIA
"מתווה לקריאת המשמעות התרבותית של דרך ""דרך עולי הרגל "" מיפו לירושלים כמקרה מבחן",הלוי-בר,"מיכל ",2017,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500210,42923,Born digital,Thesis,תזות,IIA
מידול תכנון ועיצוב תעשייתי כאופרציות דיגיטליות של מערכת חוקים - מקרה בוחן - צ'ארלס וריי אימס,פרץ מרקו,"דנה ",2017,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500211,5606,Born digital,Thesis,תזות,IIA
שילוב שימוש במחוות ידיים בממשק תחנות הטסה לשיפור ביצועי הטסה,טרפלר שילה,"איריס ",2017,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500212,10767,Born digital,Thesis,תזות,IIA
התאמת מבנים לשימוש מחודש - השפעת השימוש בסביבה מדומה על תהליך העבודה של סטודנטים בסטודיו,נזר,"אורית ",2017,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500213,34740,Born digital,Thesis,תזות,IIA
"ביטחון, חוץ, עבודה - ראשיתה של נצרת עילית כעיר מחוז לאומית ולעומתית",לזימי,"ימית ",2017,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500214,18182,Born digital,Thesis,תזות,IIA
הקיבוץ – נוף מקומי - תכנון נוף הקיבוץ בצמחייה מקומית 1950-1930,נגרין צ'וקרון,"ירדנה ",2017,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500215,23964,Born digital,Thesis,תזות,IIA
"ייצוג של מרחב ביחס לזמן באדריכלות
",ארבוב,"ילנה ",2017,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500217,34293,Born digital,Thesis,תזות,IIA
האינטרס הציבורי בפיתוח תשתיות תחבורתיות בשיתוף המגזר הפרטי - חקר מקרה הרכבת הקלה בירושלים,ערמון-צור,"צורית ",2017,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500221,44941,Born digital,Thesis,תזות,IIA
שיטות להערכת המערכת האקולוגית בתהליך התכנון הנופי - בריכות חורף בישראל כמקרה בוחן,גרוסברד,"שירה ",2017,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500263,31772,Born digital,Thesis,תזות,IIA
פרופיל אנרגטי לבנייני משרדים קיימים - An Energetic Profile for Existing Office Buildings,רינגל,"גל ",2017,"הטכניון - מכון טכנולוגי לישראל",חיפה,1500265,37540,Born digital,Thesis,תזות,IIA
"תקנות התכנון והבנייה (כללים בדבר עיסוק מותר של שמאים מכריעים) 
(הוראת שעה),תשעז-2017",,,2017,,,1900046,217,Born digital,Statute,רגולציה,IIA
